date,day as a number,Case management and quarantine-Isolation of case-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Closure of educational institutions-Secondary School,International travel-Quarantine for international travellers-Not applicable,Hygiene and safety measure-Other-Not applicable,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Public gathering restriction-Outdoor over 50,Case management and quarantine-Contact tracing-Mobile technology,Case management and quarantine-Contact tracing-Not applicable,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Primary School,Internal travel-Travel restrictions-Other,Internal travel-Other-Not applicable,Hygiene and safety measure-Protective mask use community-All public spaces,General-Activate incident emergency management system-Not applicable,Physical distancing-Closure of educational institutions-Other,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,Case management and quarantine-Quarantine-For contacts,Physical distancing-Workplace measures-Teleworking,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-Other,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 1000,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Public gathering restriction-Other,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,International travel-Border screening-Other,Physical distancing-Workplace measures-Closure of workplaces,Internal travel-Travel advice-Not applicable,International travel-Other-Not applicable
2021-03-25,389,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-26,390,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-27,391,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-28,392,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-29,393,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-30,394,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-31,395,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-01,396,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-02,397,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,1,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-03,398,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-04,399,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-05,400,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-06,401,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-07,402,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-08,403,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-09,404,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-10,405,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-11,406,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-12,407,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-13,408,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-14,409,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-15,410,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-16,411,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-17,412,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-18,413,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-19,414,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-20,415,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-21,416,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-22,417,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-23,418,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-24,419,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-25,420,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-26,421,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-27,422,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-28,423,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-29,424,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-04-30,425,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-01,426,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-02,427,2,1,2,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-03,428,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-04,429,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-05,430,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-06,431,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-07,432,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-08,433,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-09,434,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-10,435,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-11,436,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-12,437,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-13,438,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-14,439,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-15,440,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-16,441,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-17,442,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-18,443,2,1,1,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-05-19,444,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-20,445,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-21,446,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-22,447,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-23,448,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-24,449,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-25,450,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-26,451,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-27,452,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-28,453,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-29,454,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-30,455,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-05-31,456,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-01,457,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-02,458,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-03,459,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-04,460,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-05,461,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-06,462,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-07,463,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-08,464,2,1,1,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-09,465,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-10,466,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-11,467,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-12,468,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-13,469,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-14,470,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-15,471,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-16,472,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,2,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-17,473,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-18,474,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-19,475,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-20,476,2,1,1,1,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-21,477,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-22,478,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-23,479,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-24,480,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-25,481,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-26,482,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-27,483,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-28,484,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-29,485,2,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021-06-30,486,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2021-07-01,487,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-02,488,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-03,489,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-04,490,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-05,491,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-06,492,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-07,493,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-08,494,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-09,495,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-10,496,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-11,497,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-12,498,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-13,499,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-14,500,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-15,501,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-16,502,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-17,503,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-18,504,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-19,505,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-20,506,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-21,507,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-22,508,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-23,509,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-24,510,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-25,511,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-26,512,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-27,513,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-28,514,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-29,515,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-30,516,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-31,517,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-01,518,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-02,519,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-03,520,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-04,521,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-05,522,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-06,523,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-07,524,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-08,525,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-09,526,2,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,2,1,0,2,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
